747,1174,1293,1189
745,747,1293,762
744,468,1292,490
746,787,1293,801
748,1329,1295,1343
744,514,1293,529
146,124,1210,146
77,222,1293,356
557,183,765,198
748,1485,1294,1500
65,377,661,1695
748,1446,1295,1461
748,1214,1294,1228
732,1019,1292,1034
744,398,1293,413
748,1368,1294,1382
747,1603,1294,1617
744,554,1293,568
733,864,1292,879
748,1641,1294,1655
744,670,1293,684
746,1096,1293,1111
748,1290,1294,1305
746,1136,1293,1151
747,1563,1294,1577
747,980,1293,995
748,1407,1295,1421
745,436,1291,451
748,1252,1294,1267
747,1680,1294,1695
748,1524,1295,1538
733,826,1293,840
733,1058,1293,1072
744,631,1292,645
746,903,1293,918
664,1860,685,1880
746,942,1293,956
744,708,1292,723
744,592,1293,606
