705,70,928,84
790,1456,1246,1526
414,667,564,734
1026,684,1152,735
467,902,530,969
837,1365,1248,1397
426,558,764,646
318,1153,767,1202
415,106,1228,142
331,1260,765,1330
789,216,1250,339
824,377,1248,495
331,1440,766,1526
489,179,1139,195
1004,918,1109,968
330,1010,765,1132
855,1562,1248,1595
804,1063,1246,1132
317,360,767,498
800,1242,1246,1329
330,232,768,338
318,1350,767,1398
480,775,1111,880
647,1730,703,1750
790,539,1153,646
319,1549,768,1596
663,684,959,734
598,918,917,969
847,1168,1247,1201
