288,1066,366,1078
150,1330,698,1410
791,1431,1260,1510
588,666,976,746
791,1531,1260,1609
1068,333,1256,345
136,334,534,347
117,983,696,996
1068,367,1255,445
154,181,1185,205
790,1331,1259,1412
1161,1067,1187,1079
586,333,975,347
790,1133,1258,1211
566,301,925,315
589,1066,917,1079
788,866,1258,962
770,1016,1069,1031
790,1231,1259,1310
789,1099,1258,1112
147,666,536,746
150,1231,698,1310
149,1529,698,1609
791,1746,1260,1758
138,1099,697,1113
1069,666,1257,744
686,1860,704,1877
350,1016,758,1029
158,1132,697,1211
789,766,1257,846
120,1744,698,1759
147,766,696,847
148,567,696,646
149,1430,698,1510
149,1629,699,1725
587,368,976,447
147,867,696,963
791,1629,1261,1725
148,467,535,546
296,302,364,314
587,467,976,546
788,566,1256,645
790,982,1257,996
155,367,534,447
1137,300,1206,313
346,251,1066,265
1068,466,1256,544
