103,952,634,1088
754,1361,1249,1382
99,1510,1301,1695
103,915,633,936
753,697,1248,713
754,1440,1249,1457
103,691,634,824
753,957,1248,973
754,1291,1249,1308
753,841,1248,862
79,1754,1208,1801
104,1361,634,1382
754,1142,1248,1159
98,148,1312,217
753,994,1248,1010
104,1180,634,1313
104,1398,635,1494
97,242,1302,638
753,734,1248,750
754,1068,1249,1084
98,68,1256,120
754,1403,1249,1419
754,1473,1249,1494
103,840,633,861
754,1254,1248,1271
753,915,1248,936
753,1031,1248,1047
104,1138,634,1163
753,771,1248,787
754,1217,1248,1233
753,803,1248,824
754,1179,1248,1197
