786,1325,1319,1343
783,1023,1316,1041
785,1288,1319,1306
782,985,1316,1003
781,680,1314,700
782,947,1316,966
638,249,840,264
779,491,1312,510
714,1850,735,1870
780,604,1312,624
780,642,1312,662
170,155,1344,184
781,757,1314,775
785,1175,1318,1193
780,567,1312,586
784,1099,1317,1117
778,453,1312,472
782,871,1315,889
779,528,1313,548
783,1060,1317,1080
781,833,1315,851
785,1212,1319,1231
781,795,1314,814
216,444,700,1347
228,291,692,419
784,1137,1318,1155
785,1249,1319,1268
781,719,1314,737
719,284,1311,416
782,909,1315,928
