A-series and B-series
A New Model of the Universe
Abductive reasoning
Abner Shimony
Abstinence
Adolf Grünbaum
Alan Turing
Albert Einstein
Alexandre Koyré
Alfred Jules Ayer
Alfred North Whitehead
Alfred Wilm
Alison Wylie
Altruism
André-Marie Ampère
Andreas Speiser
Androcentrism
Anthropic principle
Anti-Supernaturalism
Antiscience
Anton Kržan
Approximation
Archimedes
Aristotelian physics
Arthur Fine
Arthur Pap
Artificial consciousness
Artificial intelligence
Asa Gray
Atomism
Augustine Eriugena
Avicenna
Barry Loewer
Bas van Fraassen
Bayesian probability
Behaviorism
Berlin Circle
Bernard d'Espagnat
Bertrand Russell
Biological determinism
Biological imperative
Blockhead (thought experiment)
Bohr–Einstein debates
Bonifaty Kedrov
Boris Hessen
C. D. Broad
Cargo cult science
Carl Friedrich von Weizsäcker
Carl Gustav Hempel
Carl Linnaeus
Carlos Castrodeza
Ramsey sentence
Causality
|Centre for History and Philosophy of Science, University of Leeds|
Christopher Potter (author)
Classical mechanics
Classification of the sciences (Peirce)
Claus Emmeche
Closed circle
Cognitive science
Commensurability (philosophy of science)
Computational humor
Computer ethics
Confirmation holism
Conjecture
Conjectures and Refutations
Connectionism
Consciousness
Conservation biology
Constantin Noica
Construct (philosophy of science)
Constructive empiricism
Constructive realism
Contextual empiricism
Conventionalism
Copernican Revolution (metaphor)
Critical realism
Daniel Chandler
Data system
David Hilbert
David Hull
David N. Stamos
David Papineau
David Stenhouse
Dawkins vs. Gould
Decision theory
Deductive-nomological model
Demarcation problem
Democratic Rationalization
Determinism
Deterministic system (philosophy)
Dominique Lecourt
Don Ihde
Ecology
Edward Grant
Edward Jones-Imhotep
Edward S. Reed
Elisabeth Lloyd
Elliott Sober
Emergence
Émile Meyerson
Empirical method
Empirical relationship
Empirical research
Empiricism
Entity realism
Epicurus
Epistemological anarchism
Epistemological rupture
Epistemology
Eric Higgs (philosopher)
Ernest Nagel
Ernst Mach
Ernst W. Mayr
Ervin László
Erwin Schrödinger
Ethics of artificial intelligence
Ethics of technology
Ethics of terraforming
Eugenics
Evelyn Fox Keller
Evolution
Evolutionary epistemology
Evolutionary psychology
Experiment
Experimenter's bias
Explanation
Explanatory gap
Explanatory power
Eyewitness testimony
|Fact, Fiction, and Forecast|
|Faith, Science and Understanding|
Falsifiability
Faraday Institute for Science and Religion
Fatalism
Federico Cesi
Francis Bacon
Frank P. Ramsey
Frederick Suppe
Friedrich Kambartel
Friedrich von Hayek
Friedrich Waismann
Friedrich Wilhelm Joseph Schelling
Fringe science
Fritjof Capra
Functional contextualism
Galileo Galilei
Game theory
Gaston Bachelard
Genidentity
Geoffrey Hellman
Geohumoral theory
Gerald Holton
Gerard Verschuuren
Gerd Buchdahl
God of the gaps
Great chain of being
Greedy reductionism
Gunther Stent
Gustav Bergmann
Hans Hahn
Hans Reichenbach
Harvey Brown (philosopher)
Helen Longino
Henri Poincaré
Henry Margenau
Henry Moyes
Herbert Feigl
Herbert Spencer
Heroic theory of invention and scientific development
Hilary Putnam
History and philosophy of science
History of evolutionary thought
History of the Church–Turing thesis
Horror vacui (physics)
Hossein Nasr
Hugh Everett III
Hugo Dingler
Ian Hacking
Ignoramus et ignorabimus
